,days_left,DummyEconomy,price
75561,37,1,7548
75562,37,1,7968
75563,37,1,8063
75590,38,1,3098
75644,38,1,4593
75672,38,1,5089
75685,38,1,5977
75694,38,1,6360
75706,38,1,7548
75707,38,1,7548
75745,39,1,3098
75767,39,1,3644
75768,39,1,3654
75769,39,1,3654
75807,39,1,4173
75831,39,1,4593
75846,39,1,5460
75847,39,1,5460
75848,39,1,5460
75849,39,1,5460
75850,39,1,5465
75852,39,1,5625
75865,39,1,6397
75899,40,1,3098
75922,40,1,3654
75962,40,1,4173
75967,40,1,4173
76004,40,1,5625
76009,40,1,5977
76048,41,1,3098
76074,41,1,3644
76075,41,1,3654
76076,41,1,3654
76113,41,1,4173
76114,41,1,4173
76120,41,1,4173
76146,41,1,5250
76147,41,1,5250
76152,41,1,5670
76156,41,1,5977
76223,42,1,3654
76225,42,1,3728
76264,42,1,4173
76279,42,1,4173
76281,42,1,4173
76293,42,1,4593
76308,42,1,5977
76314,42,1,6255
76320,42,1,7548
76321,42,1,7548
76322,42,1,7548
76324,42,1,8063
76356,43,1,3098
76376,43,1,3644
76377,43,1,3654
76416,43,1,4173
76421,43,1,4173
76455,43,1,5465
76459,43,1,5625
76465,43,1,5977
76474,43,1,7548
76527,44,1,3654
76528,44,1,3654
76530,44,1,3728
76562,44,1,4173
76575,44,1,4173
76603,44,1,5089
76608,44,1,5465
76612,44,1,5977
76619,44,1,6255
76625,44,1,7548
76626,44,1,7548
76627,44,1,8063
76659,45,1,3098
76664,45,1,3402
76702,45,1,4173
76705,45,1,4173
76734,45,1,5250
76735,45,1,5250
76750,45,1,6349
76752,45,1,6397
76753,45,1,7427
76798,46,1,3098
76802,46,1,3402
76821,46,1,3644
76822,46,1,3654
76858,46,1,4173
76861,46,1,4173
76872,46,1,4593
76880,46,1,5250
76881,46,1,5250
76882,46,1,5465
76885,46,1,5670
76891,46,1,5977
76898,46,1,7548
76933,47,1,3098
76937,47,1,3402
76986,47,1,4173
76996,47,1,4173
76998,47,1,4173
77013,47,1,5250
77016,47,1,5625
77022,47,1,5977
77028,47,1,7548
77029,47,1,7548
77032,47,1,8063
77065,48,1,3098
77067,48,1,3402
77084,48,1,3644
77086,48,1,3654
77120,48,1,4173
77129,48,1,4173
77132,48,1,4173
77148,48,1,5250
77149,48,1,5250
77150,48,1,5250
77153,48,1,5625
77158,48,1,5977
77165,48,1,7548
77191,49,1,3098
77194,49,1,3402
77253,49,1,4173
77255,49,1,4173
77272,49,1,5089
77274,49,1,5250
77275,49,1,5250
77287,49,1,5977
77290,49,1,6167
77295,49,1,7548
77390,2,1,9201
77393,2,1,9201
77399,2,1,9201
77446,2,1,13937
77491,3,1,9201
77495,3,1,9201
77506,3,1,9201
77512,3,1,9201
77549,3,1,11298
77552,3,1,11469
77587,3,1,16333
77588,3,1,16333
77594,3,1,18398
77619,4,1,8148
77737,5,1,8148
77750,5,1,9201
77754,5,1,9201
77767,5,1,9201
77773,5,1,9201
77866,6,1,8148
77881,6,1,9201
77885,6,1,9201
77898,6,1,9201
77944,6,1,11469
77961,6,1,15708
77994,7,1,8148
78007,7,1,9201
78012,7,1,9201
78026,7,1,9201
78033,7,1,9201
78082,7,1,14766
78083,7,1,14766
78084,7,1,14766
78090,7,1,15146
78091,7,1,15146
78092,7,1,15146
78127,8,1,8148
78144,8,1,9201
78148,8,1,9201
78185,8,1,11469
78203,8,1,11627
78222,8,1,13937
78273,9,1,9201
78326,9,1,11627
78342,9,1,15461
78359,9,1,20433
78394,10,1,8148
78401,10,1,9201
78415,10,1,10248
78443,10,1,11469
78449,10,1,11931
78493,10,1,23583
78533,11,1,8148
78548,11,1,9201
78562,11,1,9201
78611,11,1,11469
78632,11,1,20433
78652,12,1,5943
78684,12,1,8148
78694,12,1,9201
78699,12,1,9201
78713,12,1,9201
78719,12,1,9201
78764,12,1,14766
78765,12,1,14766
78766,12,1,14766
78796,13,1,5943
78829,13,1,8148
78839,13,1,9201
78843,13,1,9201
78856,13,1,9201
78903,13,1,11469
78945,14,1,7623
78957,14,1,8148
78968,14,1,9201
78973,14,1,9201
78986,14,1,9201
78991,14,1,9201
79037,14,1,14516
79038,14,1,14516
79086,15,1,7623
79101,15,1,8148
79122,15,1,8792
79129,15,1,9201
79139,15,1,9576
79200,15,1,23583
79291,16,1,6937
79293,16,1,6937
79309,16,1,8617
79319,16,1,9473
79324,16,1,9893
79347,17,1,2468
79408,17,1,4732
79424,17,1,5047
79426,17,1,5208
79441,17,1,6115
79451,17,1,6612
79460,17,1,8213
79461,17,1,8528
79489,17,1,22729
79570,18,1,4417
79580,18,1,4732
79584,18,1,4732
79591,18,1,4757
79603,18,1,5800
79621,18,1,7793
79622,18,1,7793
79634,19,1,1890
79714,19,1,4417
79719,19,1,4417
79727,19,1,4417
79746,19,1,5208
79751,19,1,5800
79779,20,1,1890
79864,20,1,4417
79867,20,1,4417
79881,20,1,4757
79897,20,1,5800
79916,20,1,8909
79923,21,1,2153
79999,21,1,4417
80012,21,1,4732
80021,21,1,4732
80023,21,1,4757
80040,21,1,5800
80068,22,1,2153
80130,22,1,4417
80148,22,1,4757
80153,22,1,5152
80161,22,1,5380
80170,22,1,5677
80230,23,1,3308
80276,23,1,4417
80280,23,1,4417
80292,23,1,4757
80321,23,1,5677
80327,23,1,5800
80349,23,1,8801
80350,23,1,9326
80422,24,1,4417
80431,24,1,4417
80432,24,1,4463
80444,24,1,4757
80456,24,1,5152
80468,24,1,5800
80474,24,1,6297
80506,25,1,2468
80584,25,1,4417
80588,25,1,4417
80603,25,1,4757
80611,25,1,5152
80614,25,1,5380
80623,25,1,5800
80641,25,1,8528
80652,26,1,2153
80732,26,1,4417
80737,26,1,4417
80746,26,1,4417
80759,26,1,4757
80768,26,1,5800
80790,27,1,1890
80874,27,1,4417
80878,27,1,4417
80886,27,1,4417
80895,27,1,4757
80907,27,1,5380
80927,27,1,8488
80928,28,1,1890
81007,28,1,4417
81012,28,1,4417
81026,28,1,4417
81032,28,1,4417
81042,28,1,4757
81048,28,1,5380
81079,29,1,2468
81149,29,1,4417
81154,29,1,4417
81162,29,1,4417
81178,29,1,4757
81188,29,1,5380
81196,29,1,5800
81232,30,1,2888
81306,30,1,4417
81319,30,1,4417
81327,30,1,4732
81335,30,1,4757
81344,30,1,5380
81364,30,1,7793
81371,31,1,1890
81459,31,1,4417
81473,31,1,4417
81478,31,1,4732
81482,31,1,4757
81484,31,1,5380
81495,31,1,5800
81517,32,1,1890
81602,32,1,4417
81607,32,1,4417
81621,32,1,4417
81631,32,1,4757
81643,32,1,5380
81661,33,1,1890
81751,33,1,4417
81756,33,1,4417
81770,33,1,4417
81779,33,1,4757
81785,33,1,5380
81806,34,1,1890
81892,34,1,4417
81896,34,1,4417
81909,34,1,4417
81921,34,1,4757
81923,34,1,5380
81930,34,1,5800
81938,34,1,7019
81951,35,1,2468
82025,35,1,4417
82030,35,1,4417
82042,35,1,4417
82061,35,1,4757
82072,35,1,5380
82076,35,1,5800
82102,36,1,2468
82180,36,1,4417
82185,36,1,4417
82199,36,1,4417
82211,36,1,4757
82219,36,1,5380
82242,37,1,1890
82327,37,1,4417
82336,37,1,4417
82347,37,1,4757
82351,37,1,5152
82365,37,1,5380
82379,37,1,6297
82394,38,1,1890
82489,38,1,4757
82495,38,1,5152
82500,38,1,5152
82508,38,1,5152
82518,38,1,5800
82524,38,1,6297
82541,39,1,1890
82626,39,1,4417
82631,39,1,4417
82645,39,1,4417
82653,39,1,4757
82661,39,1,5380
82668,39,1,5800
82686,40,1,1890
82775,40,1,4417
82780,40,1,4417
82794,40,1,4417
82804,40,1,4757
82813,40,1,5380
82830,41,1,1890
82908,41,1,4417
82912,41,1,4417
82925,41,1,4417
82941,41,1,4757
82954,41,1,5380
82959,41,1,6598
82969,42,1,1890
83060,42,1,4417
83065,42,1,4417
83079,42,1,4417
83095,42,1,5208
83099,42,1,5380
83105,42,1,5800
83119,43,1,1890
83208,43,1,4417
83213,43,1,4417
83227,43,1,4417
83233,43,1,4417
83245,43,1,5208
83253,43,1,6010
83265,44,1,1890
83356,44,1,4417
83361,44,1,4417
83374,44,1,4417
83378,44,1,4417
83387,44,1,4757
83395,44,1,5380
83402,44,1,6297
83415,45,1,1890
83506,45,1,4417
83518,45,1,4417
83522,45,1,4417
83547,46,1,1890
83633,46,1,4417
83642,46,1,4417
83645,46,1,4417
83662,46,1,5800
83678,47,1,1890
83765,47,1,4417
83775,47,1,4417
83777,47,1,4417
83790,47,1,5380
83805,48,1,1890
83893,48,1,4417
83902,48,1,4417
83905,48,1,4417
83916,48,1,5380
83934,49,1,1890
84022,49,1,4417
84032,49,1,4417
84034,49,1,4417
84055,49,1,6297
84073,1,1,7489
84297,2,1,20247
84298,2,1,21822
84381,3,1,12372
84414,3,1,14944
84440,3,1,24132
84466,4,1,7489
84581,4,1,11584
84591,4,1,12372
84614,4,1,15102
84615,4,1,15154
84644,5,1,7489
84813,6,1,7489
84940,6,1,11584
84942,6,1,11584
84948,6,1,11847
84963,6,1,12897
84999,7,1,7489
85110,7,1,10954
85118,7,1,11479
85170,8,1,7489
85282,8,1,11584
85286,8,1,11847
85292,8,1,12372
85381,9,1,9694
85460,9,1,12004
85488,9,1,16519
85518,10,1,7489
85631,10,1,10954
85632,10,1,10954
85650,10,1,11584
85720,11,1,7489
85879,11,1,11584
85882,11,1,11847
85883,11,1,11847
85905,11,1,13264
85940,12,1,7489
86223,13,1,8854
86329,13,1,10954
86331,13,1,11479
86332,13,1,11584
86333,13,1,11584
86444,14,1,8854
86513,14,1,10954
86514,14,1,10954
86674,15,1,9694
86732,15,1,10954
86748,15,1,12004
86752,15,1,12424
86900,16,1,4911
86921,16,1,5568
86932,16,1,6350
87063,17,1,4071
87147,17,1,5568
87159,17,1,6111
87162,17,1,6350
87294,18,1,4071
87358,18,1,4792
87359,18,1,4792
87373,18,1,5568
87374,18,1,5568
87564,19,1,4491
87739,20,1,4071
87803,20,1,5135
87809,20,1,5568
87810,20,1,5568
87825,20,1,6111
87992,21,1,4491
88020,21,1,5568
88021,21,1,5568
88159,22,1,4071
88229,22,1,5135
88235,22,1,5568
88236,22,1,5568
88404,23,1,4491
88439,23,1,5568
88440,23,1,5568
88612,24,1,4491
88652,24,1,5135
88658,24,1,5568
88669,24,1,6350
88811,25,1,4071
88868,25,1,4792
88869,25,1,4792
88879,25,1,5568
88880,25,1,5568
89033,26,1,4071
89246,27,1,4071
89304,27,1,4792
89305,27,1,4792
89316,27,1,5568
89317,27,1,5568
89462,28,1,4071
89522,28,1,5568
89523,28,1,5568
89650,29,1,4071
89725,29,1,5135
89731,29,1,5568
89732,29,1,5568
89898,30,1,4491
89941,30,1,5568
89942,30,1,5568
90123,31,1,4491
90157,31,1,5135
90168,31,1,5568
90169,31,1,5568
90309,32,1,4071
90380,32,1,4792
90381,32,1,4792
90390,32,1,5568
90391,32,1,5568
90531,33,1,4071
90735,34,1,4071
90813,34,1,4792
90814,34,1,4792
90817,34,1,5568
90818,34,1,5568
90953,35,1,4071
91024,35,1,5568
91025,35,1,5568
91158,36,1,4071
91233,36,1,5135
91245,36,1,5568
91246,36,1,5568
91373,37,1,4071
91448,37,1,5568
91449,37,1,5568
91588,38,1,4071
91657,38,1,5568
91658,38,1,5568
91668,38,1,6818
91808,39,1,4071
91876,39,1,4792
91877,39,1,4792
91887,39,1,5568
91888,39,1,5568
92037,40,1,4071
92247,41,1,4071
92318,41,1,4792
92319,41,1,4792
92325,41,1,5568
92326,41,1,5568
92430,42,1,4071
92530,42,1,5568
92531,42,1,5568
92660,43,1,4071
92737,43,1,4792
92742,43,1,5568
92743,43,1,5568
92865,44,1,4071
92951,44,1,5568
92952,44,1,5568
93113,45,1,4491
93146,45,1,4792
93323,46,1,4294
93324,46,1,4294
93326,46,1,4294
93341,46,1,4491
93369,46,1,4792
93370,46,1,4792
93377,46,1,5485
93385,46,1,5906
93386,46,1,5978
93496,47,1,3919
93497,47,1,3919
93549,47,1,4491
93605,47,1,7110
93741,48,1,4294
93742,48,1,4294
93744,48,1,4294
93759,48,1,4491
93787,48,1,4792
93788,48,1,4792
93814,48,1,6843
93815,48,1,6843
93817,48,1,7110
93953,49,1,4491
94005,49,1,6109
94012,49,1,6634
94035,1,1,9277
94044,1,1,9277
94046,1,1,9277
94104,1,1,19879
94112,1,1,20827
94157,2,1,8644
94366,3,1,18462
94378,3,1,20509
94383,3,1,22189
94441,4,1,9277
94442,4,1,9277
94443,4,1,9277
94444,4,1,9277
94458,4,1,9277
94511,4,1,14052
94596,5,1,9277
94597,5,1,9277
94598,5,1,9277
94599,5,1,9277
94611,5,1,9277
94613,5,1,9277
94617,5,1,9277
94657,5,1,13162
94734,6,1,8697
94738,6,1,9277
94742,6,1,9277
94743,6,1,9277
94744,6,1,9277
94745,6,1,9277
94766,6,1,10744
94815,6,1,13477
94871,7,1,7804
94887,7,1,9277
94891,7,1,9277
94892,7,1,9277
94893,7,1,9277
94894,7,1,9277
95050,8,1,8697
95055,8,1,9277
95059,8,1,9277
95060,8,1,9277
95061,8,1,9277
95062,8,1,9277
95083,8,1,10744
95129,8,1,13162
95228,9,1,9904
95238,9,1,10779
95239,9,1,10779
95240,9,1,10779
95241,9,1,10779
95242,9,1,10779
95243,9,1,10779
95244,9,1,10779
95361,10,1,9277
95362,10,1,9277
95375,10,1,9277
95377,10,1,9277
95382,10,1,9855
95383,10,1,9855
95439,10,1,13740
95454,10,1,15679
95459,10,1,17569
95552,11,1,8697
95558,11,1,9277
95562,11,1,9277
95563,11,1,9277
95564,11,1,9277
95565,11,1,9277
95589,11,1,10744
95753,12,1,9277
95754,12,1,9277
95755,12,1,9277
95756,12,1,9277
95757,12,1,9277
95770,12,1,9277
95772,12,1,9277
95776,12,1,9277
95824,12,1,13162
95930,13,1,7804
95963,13,1,9855
95967,13,1,9855
95968,13,1,9855
95969,13,1,9855
95970,13,1,9855
95973,13,1,10744
96113,14,1,7804
96147,14,1,9855
96151,14,1,9855
96152,14,1,9855
96153,14,1,9855
96154,14,1,9855
96211,14,1,14370
96316,15,1,8644
96366,15,1,10779
96407,15,1,11899
96572,16,1,6998
96574,16,1,6998
96583,16,1,7313
96584,16,1,7313
96585,16,1,7313
96605,16,1,17569
96691,17,1,6158
96692,17,1,6158
96693,17,1,6158
96699,17,1,6158
96701,17,1,6158
96703,17,1,6158
96729,17,1,6473
96757,17,1,6893
96782,17,1,8332
96783,17,1,8429
96842,18,1,4027
96897,18,1,5290
96905,18,1,6158
96907,18,1,6158
96908,18,1,6158
96954,18,1,6473
96971,18,1,6893
97130,19,1,6578
97131,19,1,6578
97132,19,1,6578
97133,19,1,6578
97145,19,1,6578
97147,19,1,6578
97150,19,1,6578
97165,19,1,6893
97223,20,1,4027
97278,20,1,5634
97285,20,1,6158
97286,20,1,6158
97287,20,1,6158
97288,20,1,6158
97289,20,1,6158
97290,20,1,6158
97411,21,1,4027
97525,21,1,6578
97529,21,1,6578
97530,21,1,6578
97531,21,1,6578
97532,21,1,6578
97605,22,1,4027
97667,22,1,5909
97669,22,1,6158
97670,22,1,6158
97671,22,1,6158
97672,22,1,6158
97673,22,1,6158
97678,22,1,6158
97795,23,1,4027
97896,23,1,6578
97899,23,1,6578
97900,23,1,6578
97925,23,1,6893
97926,23,1,6893
97981,24,1,4027
98040,24,1,5909
98071,24,1,6578
98074,24,1,6578
98075,24,1,6578
98076,24,1,6578
98105,24,1,6893
98178,25,1,4027
98238,25,1,5565
98245,25,1,6158
98246,25,1,6158
98247,25,1,6158
98248,25,1,6158
98249,25,1,6158
98426,26,1,6158
98427,26,1,6158
98428,26,1,6158
98429,26,1,6158
98430,26,1,6158
98434,26,1,6158
98435,26,1,6158
98437,26,1,6158
98559,27,1,4027
98615,27,1,5290
98617,27,1,6158
98618,27,1,6158
98619,27,1,6158
98620,27,1,6158
98621,27,1,6158
98745,28,1,4027
98808,28,1,6158
98809,28,1,6158
98810,28,1,6158
98811,28,1,6158
98812,28,1,6158
98817,28,1,6158
98818,28,1,6158
98820,28,1,6158
98941,29,1,4027
98995,29,1,5634
98998,29,1,6158
98999,29,1,6158
99000,29,1,6158
99001,29,1,6158
99002,29,1,6158
99003,29,1,6158
99004,29,1,6158
99005,29,1,6158
99131,30,1,4027
99227,30,1,6578
99231,30,1,6578
99232,30,1,6578
99233,30,1,6578
99234,30,1,6578
99333,31,1,4027
99406,31,1,6329
99422,31,1,6578
99426,31,1,6578
99427,31,1,6578
99428,31,1,6578
99429,31,1,6578
99536,32,1,4027
99554,32,1,5290
99561,32,1,6158
99562,32,1,6158
99563,32,1,6158
99564,32,1,6158
99565,32,1,6158
99732,33,1,6158
99733,33,1,6158
99734,33,1,6158
99735,33,1,6158
99736,33,1,6158
99737,33,1,6158
99738,33,1,6158
99739,33,1,6158
99885,34,1,4027
99906,34,1,5290
99919,34,1,6158
99920,34,1,6158
99921,34,1,6158
99922,34,1,6158
99923,34,1,6158
100051,35,1,4027
100096,35,1,6158
100097,35,1,6158
100098,35,1,6158
100099,35,1,6158
100100,35,1,6158
100105,35,1,6158
100106,35,1,6158
100108,35,1,6158
100243,36,1,4027
100280,36,1,5634
100294,36,1,6158
100295,36,1,6158
100296,36,1,6158
100297,36,1,6158
100298,36,1,6158
100431,37,1,4027
100480,37,1,6158
100481,37,1,6158
100482,37,1,6158
100483,37,1,6158
100484,37,1,6158
100606,38,1,4027
100645,38,1,5985
100647,38,1,6158
100648,38,1,6158
100688,38,1,6473
100689,38,1,6473
100690,38,1,6473
100822,39,1,4027
100842,39,1,5290
100848,39,1,6158
100849,39,1,6158
100850,39,1,6158
100851,39,1,6158
100852,39,1,6158
101036,40,1,6158
101037,40,1,6158
101038,40,1,6158
101039,40,1,6158
101040,40,1,6158
101044,40,1,6158
101045,40,1,6158
101047,40,1,6158
101193,41,1,4027
101212,41,1,5290
101225,41,1,6158
101226,41,1,6158
101227,41,1,6158
101228,41,1,6158
101229,41,1,6158
101377,42,1,4027
101406,42,1,6158
101407,42,1,6158
101408,42,1,6158
101409,42,1,6158
101410,42,1,6158
101415,42,1,6158
101416,42,1,6158
101567,43,1,4027
101585,43,1,5290
101595,43,1,6158
101596,43,1,6158
101597,43,1,6158
101598,43,1,6158
101599,43,1,6158
101604,43,1,6158
101605,43,1,6158
101751,44,1,4027
101780,44,1,6158
101781,44,1,6158
101782,44,1,6158
101783,44,1,6158
101784,44,1,6158
101788,44,1,6158
101930,45,1,4027
101951,45,1,5565
101998,45,1,6578
102002,45,1,6578
102003,45,1,6578
102004,45,1,6578
102005,45,1,6578
102064,46,1,2208
102115,46,1,4027
102135,46,1,5290
102144,46,1,5850
102186,46,1,6578
102189,46,1,6578
102190,46,1,6578
102204,46,1,6578
102292,47,1,3478
102369,47,1,6578
102370,47,1,6578
102371,47,1,6578
102372,47,1,6578
102381,47,1,6578
102383,47,1,6578
102385,47,1,6578
102429,48,1,2208
102478,48,1,4027
102497,48,1,5290
102504,48,1,6059
102548,48,1,6578
102551,48,1,6578
102552,48,1,6578
102566,48,1,6578
102658,49,1,4027
102690,49,1,6054
102729,49,1,6578
102733,49,1,6578
102734,49,1,6578
102735,49,1,6578
102747,49,1,6578
102782,1,1,13474
102795,1,1,14330
102967,3,1,14034
102968,3,1,14034
102977,3,1,14611
102995,3,1,16729
103016,3,1,20929
103018,3,1,21349
103092,4,1,12319
103101,4,1,13054
103108,4,1,13054
103112,4,1,13474
103126,4,1,15608
103136,4,1,16523
103212,5,1,12900
103224,5,1,13054
103225,5,1,13054
103346,6,1,13054
103363,6,1,14314
103440,7,1,12900
103460,7,1,13054
103466,7,1,13054
103471,7,1,13474
103586,8,1,13054
103588,8,1,13054
103602,8,1,14034
103603,8,1,14034
103604,8,1,14034
103728,9,1,14401
103741,9,1,15259
103746,9,1,16099
103793,10,1,10744
103847,10,1,13054
103863,10,1,14734
104015,11,1,13054
104017,11,1,13054
104028,11,1,14034
104029,11,1,14034
104030,11,1,14034
104031,11,1,14034
104045,11,1,16208
104150,12,1,11692
104170,12,1,13054
104171,12,1,13054
104330,13,1,14419
104332,13,1,14419
104455,14,1,12270
104462,14,1,13719
104463,14,1,13719
104464,14,1,13719
104466,14,1,14419
104468,14,1,14419
104472,14,1,14643
104628,15,1,16519
104629,15,1,16939
104727,16,1,7424
104751,16,1,8618
104807,17,1,4578
104858,17,1,6163
104869,17,1,6584
104870,17,1,6584
104890,17,1,7652
105017,18,1,6163
105044,18,1,7109
105070,18,1,8107
105179,19,1,6583
105198,19,1,7529
105219,19,1,8072
105329,20,1,6584
105341,20,1,7109
105364,20,1,8107
105468,21,1,6583
105486,21,1,7004
105611,22,1,6163
105620,22,1,6584
105755,23,1,6583
105770,23,1,7004
105804,23,1,8527
105857,24,1,4578
105912,24,1,6583
105930,24,1,7529
105957,24,1,9048
106071,25,1,6163
106073,25,1,6163
106090,25,1,7109
106116,25,1,8107
106218,26,1,6163
106219,26,1,6163
106247,26,1,7652
106376,27,1,6163
106378,27,1,6163
106391,27,1,6584
106424,27,1,8107
106523,28,1,6163
106533,28,1,6584
106569,28,1,8107
106570,28,1,8555
106664,29,1,6163
106678,29,1,6584
106816,30,1,7004
106818,30,1,7004
106928,31,1,4578
106971,31,1,7004
106983,31,1,7529
107108,32,1,6163
107109,32,1,6163
107166,32,1,8422
107261,33,1,6163
107286,33,1,7109
107315,33,1,8072
107427,34,1,6584
107443,34,1,7109
107552,35,1,6163
107571,35,1,6584
107701,36,1,6163
107702,36,1,6163
107841,37,1,6163
107842,37,1,6163
107890,37,1,8107
107952,38,1,4235
107989,38,1,6163
108011,38,1,7109
108028,38,1,7778
108038,38,1,8072
108162,39,1,6584
108163,39,1,6584
108300,40,1,6163
108301,40,1,6163
108332,40,1,7652
108455,41,1,6163
108456,41,1,6163
108509,41,1,8107
108603,42,1,6163
108618,42,1,6584
108658,42,1,8107
108748,43,1,6163
108749,43,1,6163
108890,44,1,6163
108891,44,1,6163
108954,44,1,8628
109008,45,1,4235
109050,45,1,6583
109090,45,1,8198
109116,46,1,3393
109165,46,1,4665
109167,46,1,4665
109170,46,1,5007
109197,46,1,6583
109215,46,1,7529
109299,47,1,4323
109332,47,1,6583
109335,47,1,6583
109341,47,1,7004
109436,48,1,4665
109438,48,1,4665
109440,48,1,5007
109468,48,1,6583
109483,48,1,7529
109568,49,1,3597
109608,49,1,6583
109642,49,1,8198
109656,1,1,7178
109683,1,1,13474
109699,1,1,15380
109702,1,1,15679
109712,1,1,18937
109713,1,1,18960
109716,1,1,19669
109726,2,1,5040
109807,3,1,5250
109875,3,1,20509
109877,3,1,20509
109897,4,1,5250
109921,4,1,10744
109958,4,1,13054
109961,4,1,13054
109969,4,1,13225
109970,4,1,13225
109971,4,1,13225
109975,4,1,13752
109978,4,1,14002
110070,5,1,13054
110071,5,1,13054
110110,6,1,5250
110178,6,1,13054
110179,6,1,13054
110182,6,1,13054
110189,6,1,13225
110190,6,1,13225
110191,6,1,13225
110192,6,1,13225
110196,6,1,13332
110233,7,1,5603
110276,7,1,13054
110279,7,1,13054
110287,7,1,13332
110329,8,1,5603
110362,8,1,10744
110395,8,1,13054
110398,8,1,13054
110440,9,1,5603
110521,9,1,15259
110522,9,1,15259
110523,9,1,15504
110524,9,1,15831
110563,10,1,5603
110621,10,1,13054
110629,10,1,13225
110630,10,1,13225
110631,10,1,13225
110632,10,1,13225
110635,10,1,13332
110638,10,1,14314
110643,10,1,15758
110691,11,1,6615
110721,11,1,10744
110754,11,1,13054
110757,11,1,13054
110869,12,1,13054
110870,12,1,13054
110922,13,1,5040
110994,13,1,14419
110995,13,1,14419
110999,13,1,14839
111032,14,1,5040
111099,14,1,13017
111110,14,1,14839
111113,14,1,14839
111151,15,1,5040
111199,15,1,9589
111232,15,1,13941
111233,15,1,14065
111234,15,1,14065
111235,15,1,14065
111245,15,1,15679
111246,15,1,15679
111308,16,1,5040
111345,16,1,7040
111350,16,1,7536
111361,16,1,10476
111363,16,1,10510
111430,17,1,5040
111448,17,1,6200
111470,17,1,6696
111477,17,1,7820
111478,17,1,8240
111479,17,1,8240
111480,17,1,8240
111483,17,1,9670
111556,18,1,5243
111557,18,1,5250
111587,18,1,6200
111590,18,1,6200
111603,18,1,6500
111604,18,1,6500
111609,18,1,6920
111610,18,1,6920
111729,19,1,6620
111730,19,1,6620
111815,20,1,5603
111837,20,1,6200
111838,20,1,6200
111839,20,1,6200
111857,20,1,6843
111858,20,1,6843
111859,20,1,7263
111862,20,1,7820
111863,20,1,7820
111864,20,1,8240
111865,20,1,8240
111869,20,1,9670
111949,21,1,5603
111977,21,1,6620
111980,21,1,6620
111993,21,1,10090
112069,22,1,5586
112071,22,1,5603
112072,22,1,5780
112073,22,1,5780
112110,22,1,6843
112111,22,1,7263
112112,22,1,7263
112113,22,1,7263
112117,22,1,8660
112123,22,1,9670
112205,23,1,5603
112228,23,1,6620
112231,23,1,6620
112242,23,1,9710
112248,23,1,10363
112325,24,1,5603
112349,24,1,6620
112353,24,1,6843
112354,24,1,6843
112357,24,1,7116
112359,24,1,7263
112360,24,1,7263
112365,24,1,10090
112376,24,1,11350
112453,25,1,5243
112457,25,1,5603
112458,25,1,5780
112487,25,1,6200
112494,25,1,6500
112495,25,1,6500
112502,25,1,6920
112503,25,1,6920
112609,26,1,6200
112610,26,1,6200
112705,27,1,5603
112706,27,1,5780
112707,27,1,5780
112708,27,1,5780
112745,27,1,6500
112746,27,1,6500
112747,27,1,6500
112748,27,1,6500
112755,27,1,9670
112831,28,1,5603
112832,28,1,5780
112833,28,1,5780
112876,28,1,9670
112878,28,1,9943
112956,29,1,5586
112957,29,1,5603
112958,29,1,5780
112976,29,1,6200
112997,29,1,6843
112998,29,1,6843
112999,29,1,6843
113000,29,1,6843
113005,29,1,8660
113010,29,1,9670
113093,30,1,5603
113104,30,1,6200
113107,30,1,6200
113131,30,1,9500
113136,30,1,10363
113208,31,1,5603
113223,31,1,6200
113243,31,1,6620
113245,31,1,6843
113246,31,1,6843
113247,31,1,6843
113248,31,1,6843
113257,31,1,10090
113259,31,1,10363
113336,32,1,5243
113340,32,1,5603
113342,32,1,5780
113343,32,1,5780
113385,32,1,6500
113386,32,1,6500
113387,32,1,6500
113388,32,1,6500
113469,33,1,5780
113470,33,1,5780
113585,34,1,5603
113587,34,1,5780
113588,34,1,5780
113613,34,1,6200
113631,34,1,6843
113632,34,1,6843
113633,34,1,7263
113634,34,1,7263
113641,34,1,9670
113716,35,1,5603
113717,35,1,5780
113736,35,1,6200
113756,35,1,9670
113758,35,1,9943
113833,36,1,5586
113834,36,1,5603
113837,36,1,5780
113838,36,1,5780
113881,36,1,6843
113882,36,1,6843
113883,36,1,6843
113886,36,1,7760
113887,36,1,8660
113892,36,1,9670
113969,37,1,5603
113971,37,1,5780
114004,37,1,6696
114012,37,1,8660
114018,37,1,9670
114090,38,1,5603
114099,38,1,6200
114123,38,1,6696
114129,38,1,8526
114130,38,1,8526
114131,38,1,8526
114135,38,1,8946
114137,38,1,9670
114139,38,1,9943
114220,39,1,5243
114223,39,1,5603
114225,39,1,5780
114258,39,1,6200
114267,39,1,6500
114268,39,1,6500
114269,39,1,6500
114270,39,1,6500
114355,40,1,5780
114356,40,1,5780
114470,41,1,5603
114472,41,1,5780
114473,41,1,5780
114474,41,1,5780
114515,41,1,6500
114516,41,1,6500
114517,41,1,6500
114520,41,1,6920
114527,41,1,9670
114600,42,1,5603
114603,42,1,5780
114633,42,1,6200
114650,42,1,9670
114719,43,1,5243
114722,43,1,5603
114725,43,1,5780
114726,43,1,5780
114765,43,1,6500
114766,43,1,6500
114767,43,1,6500
114773,43,1,7417
114774,43,1,8660
114780,43,1,9670
114862,44,1,5603
114864,44,1,5780
114895,44,1,6696
114906,44,1,9636
