,days_left,DummyEconomy,price
159162,7,1,8928
159164,7,1,9178
159198,7,1,10967
159206,7,1,12249
159207,7,1,12249
159208,7,1,12249
159209,7,1,12249
159210,7,1,12249
159211,7,1,12249
159212,7,1,12249
159254,8,1,7774
159255,8,1,7774
159256,8,1,7774
159257,8,1,7774
159271,8,1,7774
159272,8,1,7774
159274,8,1,7774
159275,8,1,8508
159338,8,1,11829
159339,8,1,11829
159340,8,1,11829
159341,8,1,11829
159399,9,1,9138
159408,9,1,10648
159421,9,1,11829
159422,9,1,11829
159423,9,1,11829
159424,9,1,11829
159425,9,1,11829
159429,9,1,12291
159508,10,1,8236
159509,10,1,8236
159510,10,1,8236
159511,10,1,8236
159515,10,1,8823
159559,10,1,11829
159560,10,1,11829
159561,10,1,11829
159586,10,1,14953
159650,11,1,7774
159651,11,1,7774
159652,11,1,7774
159667,11,1,8236
159683,11,1,9138
159684,11,1,9178
159686,11,1,9178
159805,12,1,7774
159806,12,1,7774
159807,12,1,7774
159808,12,1,7774
159821,12,1,7774
159822,12,1,7774
159824,12,1,7774
159832,12,1,8508
159880,12,1,10018
159890,12,1,12499
159957,13,1,7616
159959,13,1,7774
159960,13,1,7774
159961,13,1,7774
159962,13,1,7774
159977,13,1,7774
159978,13,1,7774
159980,13,1,7774
159997,13,1,9178
160035,13,1,10937
160111,14,1,7774
160112,14,1,7774
160113,14,1,7774
160114,14,1,7774
160129,14,1,7774
160130,14,1,7774
160132,14,1,8508
160146,14,1,9178
160188,14,1,10967
160191,14,1,11829
160192,14,1,11829
160193,14,1,11829
160194,14,1,11829
160195,14,1,11829
160196,14,1,11829
160267,15,1,6167
160274,15,1,7774
160275,15,1,7774
160276,15,1,7774
160277,15,1,7774
160292,15,1,7774
160293,15,1,7774
160301,15,1,8253
160302,15,1,8568
160343,15,1,10542
160344,15,1,10542
160345,15,1,10542
160346,15,1,10542
160347,15,1,10857
160458,16,1,5699
160461,16,1,5699
160462,16,1,5699
160463,16,1,5699
160467,16,1,6014
160468,16,1,6014
160469,16,1,6014
160474,16,1,6167
160477,16,1,7295
160499,16,1,9075
160611,17,1,5279
160612,17,1,5279
160616,17,1,5279
160617,17,1,5279
160624,17,1,5594
160627,17,1,6014
160629,17,1,6167
160651,17,1,8450
160708,18,1,3834
160709,18,1,3834
160778,18,1,4783
160779,18,1,4783
160787,18,1,5098
160791,18,1,5518
160801,18,1,6167
160833,19,1,2301
160941,19,1,4783
160942,19,1,4783
160943,19,1,4783
160947,19,1,4783
160948,19,1,4783
160949,19,1,4783
160950,19,1,5098
160959,19,1,6167
160960,19,1,6350
161021,20,1,3844
161093,20,1,4783
161094,20,1,4783
161095,20,1,4783
161096,20,1,4783
161106,20,1,4783
161107,20,1,4783
161108,20,1,4783
161121,20,1,6167
161148,21,1,2301
161179,21,1,3834
161225,21,1,4363
161226,21,1,4363
161227,21,1,4363
161228,21,1,4363
161238,21,1,4363
161239,21,1,4363
161241,21,1,4363
161280,21,1,6167
161412,22,1,4783
161413,22,1,4783
161414,22,1,4783
161415,22,1,4783
161425,22,1,4783
161426,22,1,4783
161437,22,1,6167
161465,23,1,2301
161559,23,1,4783
161560,23,1,4783
161573,23,1,4783
161574,23,1,4783
161577,23,1,5098
161578,23,1,5098
161584,23,1,5655
161593,23,1,7059
161732,24,1,5279
161733,24,1,5279
161734,24,1,5279
161735,24,1,5279
161736,24,1,5594
161737,24,1,5930
161741,24,1,6167
161748,24,1,6964
161808,25,1,3834
161809,25,1,3834
161860,25,1,4363
161862,25,1,4363
161863,25,1,4363
161864,25,1,4363
161903,25,1,6167
161931,26,1,2301
162045,26,1,4783
162046,26,1,4783
162047,26,1,4783
162048,26,1,4783
162049,26,1,4783
162050,26,1,4783
162051,26,1,4783
162057,26,1,5655
162062,26,1,6167
162120,27,1,3844
162122,27,1,3844
162197,27,1,4783
162198,27,1,4783
162199,27,1,4783
162200,27,1,4783
162201,27,1,4783
162202,27,1,4783
162203,27,1,4783
162218,27,1,6167
162244,28,1,2301
162276,28,1,3834
162348,28,1,4783
162349,28,1,4783
162350,28,1,4783
162351,28,1,4783
162357,28,1,4783
162358,28,1,4783
162378,28,1,6167
162482,29,1,4783
162483,29,1,4783
162484,29,1,4783
162485,29,1,4783
162500,29,1,4783
162501,29,1,4783
162503,29,1,4783
162529,29,1,6167
162561,30,1,2301
162663,30,1,5279
162664,30,1,5279
162665,30,1,5279
162666,30,1,5279
162672,30,1,5279
162673,30,1,5279
162674,30,1,5279
162684,30,1,5655
162690,30,1,6167
162700,30,1,8253
162806,31,1,4783
162807,31,1,4783
162808,31,1,4783
162809,31,1,4783
162815,31,1,4783
162816,31,1,4783
162842,31,1,6167
162846,31,1,6350
162849,31,1,6467
162915,32,1,3834
162916,32,1,3834
162957,32,1,4363
162959,32,1,4363
162960,32,1,4363
162961,32,1,4363
163006,32,1,6167
163030,33,1,2301
163120,33,1,4363
163121,33,1,4363
163122,33,1,4363
163123,33,1,4363
163136,33,1,4363
163137,33,1,4363
163139,33,1,4363
163159,33,1,5655
163166,33,1,6167
163225,34,1,3844
163227,34,1,3844
163281,34,1,4783
163282,34,1,4783
163283,34,1,4783
163284,34,1,4783
163294,34,1,4783
163295,34,1,4783
163296,34,1,4783
163319,34,1,6167
163346,35,1,2301
163377,35,1,3834
163440,35,1,4783
163441,35,1,4783
163442,35,1,4783
163443,35,1,4783
163452,35,1,4783
163453,35,1,4783
163476,35,1,6167
163575,36,1,4363
163576,36,1,4363
163577,36,1,4363
163578,36,1,4363
163593,36,1,4363
163594,36,1,4363
163596,36,1,4363
163636,36,1,6167
163664,37,1,2301
163751,37,1,4783
163752,37,1,4783
163753,37,1,4783
163754,37,1,4783
163755,37,1,4783
163756,37,1,4783
163788,37,1,5655
163795,37,1,6167
163883,38,1,4783
163905,38,1,5098
163906,38,1,5098
163907,38,1,5098
163927,38,1,6167
163930,38,1,6350
163933,38,1,6467
164006,39,1,3834
164007,39,1,3834
164008,39,1,3844
164053,39,1,4363
164055,39,1,4363
164056,39,1,4363
164057,39,1,4363
164100,39,1,6167
164130,40,1,2301
164214,40,1,4363
164215,40,1,4363
164216,40,1,4363
164217,40,1,4363
164230,40,1,4363
164231,40,1,4363
164233,40,1,4363
164257,40,1,5655
164264,40,1,6167
164328,41,1,3844
164330,41,1,3844
164369,41,1,4363
164370,41,1,4363
164371,41,1,4363
164372,41,1,4363
164383,41,1,4363
164384,41,1,4363
164386,41,1,4363
164424,41,1,6167
164447,42,1,2301
164485,42,1,3834
164527,42,1,4363
164528,42,1,4363
164529,42,1,4363
164530,42,1,4363
164545,42,1,4363
164546,42,1,4363
164548,42,1,4363
164585,42,1,6167
164682,43,1,4363
164683,43,1,4363
164684,43,1,4363
164685,43,1,4363
164700,43,1,4363
164701,43,1,4363
164703,43,1,4363
164737,43,1,6167
164829,44,1,4363
164830,44,1,4363
164831,44,1,4363
164832,44,1,4363
164845,44,1,4363
164847,44,1,4363
164886,44,1,5655
164890,44,1,6167
164915,45,1,2301
164989,45,1,4363
164990,45,1,4363
164991,45,1,4363
164993,45,1,4363
164994,45,1,4363
165002,45,1,4363
165003,45,1,4363
165026,45,1,6047
165028,45,1,6167
165089,46,1,3834
165123,46,1,4363
165125,46,1,4363
165126,46,1,4363
165132,46,1,4363
165133,46,1,4363
165135,46,1,4363
165162,46,1,6167
165182,47,1,2301
165253,47,1,4363
165254,47,1,4363
165256,47,1,4363
165257,47,1,4363
165264,47,1,4363
165265,47,1,4363
165267,47,1,4363
165301,47,1,6587
165390,48,1,4363
165392,48,1,4363
165393,48,1,4363
165399,48,1,4363
165400,48,1,4363
165402,48,1,4363
165428,48,1,6587
165445,49,1,2301
165481,49,1,3834
165482,49,1,3834
165483,49,1,3834
165517,49,1,4363
165518,49,1,4363
165520,49,1,4363
165521,49,1,4363
165525,49,1,4363
165526,49,1,4363
165562,49,1,6587
165581,2,1,4821
165609,2,1,18523
165610,2,1,18523
165611,2,1,18602
165632,3,1,4453
165661,3,1,15368
165662,3,1,15368
165663,3,1,15368
165664,3,1,15368
165665,3,1,16311
165666,3,1,16311
165679,3,1,17473
165691,3,1,24928
165700,4,1,4453
165702,4,1,4453
165754,4,1,13168
165756,4,1,13168
165760,4,1,13446
165761,4,1,13446
165840,5,1,13168
165842,5,1,13168
165878,6,1,4453
165913,6,1,7751
165951,6,1,13588
165952,6,1,13588
165974,7,1,4453
166037,7,1,13168
166040,7,1,13168
166137,8,1,13446
166138,8,1,13588
166140,8,1,13588
166164,9,1,4453
166192,9,1,7751
166216,9,1,12499
166218,9,1,13446
166223,9,1,14116
166254,10,1,4453
166290,10,1,7751
166315,10,1,13446
166316,10,1,13446
166338,10,1,14428
166339,10,1,14428
166344,10,1,17473
166367,11,1,4453
166377,11,1,4453
166416,11,1,9431
166451,11,1,13588
166452,11,1,13588
166547,12,1,13588
166548,12,1,13588
166587,13,1,4453
166652,13,1,14428
166661,13,1,14953
166685,14,1,4453
166751,14,1,13446
166756,14,1,14428
166761,14,1,14953
166839,15,1,10204
166863,15,1,15793
166867,15,1,16633
166904,16,1,4453
166950,16,1,7230
166952,16,1,7650
166957,16,1,8490
167008,17,1,4453
167071,17,1,7230
167073,17,1,8070
167076,17,1,8535
167098,18,1,2080
167120,18,1,4453
167178,18,1,6734
167181,18,1,6734
167227,19,1,4054
167228,19,1,4054
167299,19,1,6734
167300,19,1,6734
167322,20,1,2091
167407,20,1,6734
167409,20,1,6734
167434,21,1,2080
167452,21,1,4268
167495,21,1,5894
167520,21,1,6314
167521,21,1,6314
167631,22,1,6734
167632,22,1,6734
167658,23,1,2091
167736,23,1,6734
167737,23,1,6734
167765,24,1,2091
167848,24,1,6330
167859,24,1,7230
167860,24,1,7650
167882,25,1,2080
167884,25,1,2091
167968,25,1,6314
167970,25,1,6314
168016,26,1,4054
168019,26,1,4054
168088,26,1,6734
168089,26,1,6734
168112,27,1,2091
168199,27,1,6734
168200,27,1,6734
168223,28,1,2080
168243,28,1,4054
168312,28,1,6734
168313,28,1,6734
168393,29,1,6314
168409,29,1,6734
168410,29,1,6734
168447,30,1,2091
168531,30,1,7230
168532,30,1,7230
168568,31,1,2091
168609,31,1,5700
168642,31,1,6734
168644,31,1,6734
168684,32,1,2080
168686,32,1,2091
168754,32,1,6314
168756,32,1,6314
168809,33,1,4054
168812,33,1,4054
168841,33,1,5894
168869,33,1,6314
168870,33,1,6314
168911,34,1,2091
168968,34,1,6314
168983,34,1,6734
168984,34,1,6734
169009,35,1,2080
169029,35,1,4054
169078,35,1,6314
169096,35,1,6734
169097,35,1,6734
169174,36,1,5894
169192,36,1,6314
169193,36,1,6314
169231,37,1,2091
169303,37,1,6734
169304,37,1,6734
169339,38,1,2091
169400,38,1,6314
169401,38,1,6330
169411,38,1,6734
169413,38,1,6734
169465,39,1,2080
169467,39,1,2091
169510,39,1,5894
169533,39,1,6314
169535,39,1,6314
169592,40,1,4054
169595,40,1,4054
169624,40,1,5894
169652,40,1,6314
169653,40,1,6314
169692,41,1,2091
169760,41,1,6314
169761,41,1,6314
169801,42,1,2080
169816,42,1,4054
169849,42,1,5894
169870,42,1,6314
169871,42,1,6314
169954,43,1,5894
169974,43,1,6314
169975,43,1,6314
170026,44,1,2091
170064,44,1,5894
170077,44,1,6314
170078,44,1,6314
170159,45,1,4054
170161,45,1,4054
170163,45,1,4054
170199,45,1,5894
170223,45,1,6314
170225,45,1,6314
170227,45,1,6314
170280,46,1,2080
170353,46,1,6314
170356,46,1,6314
170358,46,1,6314
170418,47,1,4054
170419,47,1,4054
170420,47,1,4054
170450,47,1,5894
170478,47,1,6314
170480,47,1,6314
170570,48,1,5894
170597,48,1,6314
170600,48,1,6314
170602,48,1,6314
170645,49,1,2080
170661,49,1,4054
170662,49,1,4054
170663,49,1,4054
170718,49,1,6314
170720,49,1,6314
170722,49,1,6314
170772,2,1,9768
170795,2,1,17053
170796,2,1,17053
170797,2,1,17053
170833,3,1,9178
170835,3,1,9178
170839,3,1,9493
170840,3,1,9768
170869,3,1,16311
170870,3,1,16423
170873,3,1,16552
170874,3,1,16843
170876,3,1,17263
170885,3,1,19041
170938,4,1,9178
170952,4,1,11698
170955,4,1,11698
170958,4,1,12118
170961,4,1,12118
170974,4,1,12827
170979,4,1,14105
171033,5,1,10083
171045,5,1,11397
171048,5,1,11698
171049,5,1,11698
171062,5,1,12740
171130,6,1,10083
171153,6,1,12118
171154,6,1,12118
171160,6,1,12197
171167,6,1,13378
171225,7,1,8876
171228,7,1,9178
171237,7,1,11397
171244,7,1,11698
171249,7,1,11698
171255,7,1,12118
171269,7,1,12827
171278,7,1,16835
171325,8,1,9086
171354,8,1,12118
171355,8,1,12118
171358,8,1,12118
171364,8,1,12197
171367,8,1,12740
171423,9,1,8456
171517,10,1,8456
171519,10,1,8916
171524,10,1,9178
171528,10,1,9178
171575,10,1,12659
171577,10,1,12958
171578,10,1,12958
171581,10,1,13202
171584,10,1,13583
171590,10,1,14638
171656,11,1,8456
171658,11,1,9178
171702,11,1,12118
171704,11,1,12118
171707,11,1,12197
171710,11,1,12740
171785,12,1,8456
171819,12,1,10189
171831,12,1,12118
171832,12,1,12118
171835,12,1,12740
171898,13,1,7563
171937,13,1,12118
171938,13,1,12118
171944,13,1,12197
171951,13,1,12740
172023,14,1,8456
172026,14,1,9178
172040,14,1,10189
172062,14,1,12118
172063,14,1,12118
172066,14,1,12197
172068,14,1,12291
172070,14,1,12740
172072,14,1,12753
172137,15,1,7563
172159,15,1,10010
172173,15,1,10472
172184,15,1,12197
172188,15,1,13378
172192,15,1,13798
172248,16,1,6126
172259,16,1,6651
172261,16,1,6651
172273,16,1,7320
172275,16,1,7563
172277,16,1,7649
172316,16,1,10472
172359,17,1,5285
172383,17,1,5503
172387,17,1,5706
172407,17,1,6231
172418,17,1,7229
172420,17,1,7392
172421,17,1,7392
172423,17,1,7544
172425,17,1,7563
172445,17,1,10052
172471,18,1,4788
172473,18,1,5019
172520,18,1,5734
172536,18,1,6732
172547,18,1,7563
172594,19,1,4788
172596,19,1,4788
172655,19,1,5629
172658,19,1,5734
172665,19,1,6135
172674,19,1,7362
172676,19,1,7563
172729,20,1,5209
172768,20,1,5734
172786,20,1,6732
172791,20,1,7563
172814,20,1,9555
172838,21,1,4368
172847,21,1,4789
172851,21,1,5019
172882,21,1,5314
172902,21,1,5629
172905,21,1,6135
172907,21,1,6627
172913,21,1,7563
172925,21,1,9135
172952,22,1,4788
172963,22,1,5209
173015,22,1,6732
173022,22,1,7467
173023,22,1,7563
173069,23,1,4788
173073,23,1,4788
173125,23,1,5629
173129,23,1,5734
173138,23,1,6135
173142,23,1,6732
173158,23,1,8456
173175,23,1,9828
173210,24,1,5029
173216,24,1,5285
173242,24,1,5503
173245,24,1,5554
173277,24,1,6231
173290,24,1,7544
173291,24,1,7563
173327,25,1,4368
173332,25,1,4368
173368,25,1,5314
173373,25,1,5544
173403,25,1,6312
173418,25,1,7563
173420,25,1,8258
173467,26,1,4788
173468,26,1,4788
173469,26,1,4788
173480,26,1,5100
173481,26,1,5100
173537,26,1,6732
173546,26,1,7563
173590,27,1,4788
173591,27,1,4788
173608,27,1,5209
173609,27,1,5209
173658,27,1,6732
173666,27,1,7563
173673,27,1,8848
173682,27,1,9555
173711,28,1,4788
173719,28,1,5019
173725,28,1,5209
173727,28,1,5209
173768,28,1,5629
173769,28,1,5629
173782,28,1,6732
173797,28,1,7563
173834,29,1,4788
173845,29,1,5209
173873,29,1,5734
173896,29,1,6732
173900,29,1,7563
173910,29,1,7992
173911,29,1,8679
173912,29,1,8679
173918,29,1,8848
173924,29,1,9873
173957,30,1,4758
173982,30,1,5629
173983,30,1,5629
173984,30,1,5706
173985,30,1,5706
173988,30,1,5706
174033,30,1,7544
174035,30,1,7563
174058,30,1,10325
174113,31,1,4788
174120,31,1,5029
174123,31,1,5209
174125,31,1,5209
174128,31,1,5233
174130,31,1,5503
174137,31,1,5734
174170,31,1,7047
174175,31,1,7563
174179,31,1,8258
174180,31,1,8258
174181,31,1,8679
174182,31,1,8679
174224,32,1,4368
174226,32,1,4368
174249,32,1,4789
174254,32,1,5223
174289,32,1,6627
174303,32,1,7563
174345,33,1,4368
174349,33,1,4368
174370,33,1,4789
174375,33,1,5100
174377,33,1,5314
174406,33,1,5629
174413,33,1,7047
174426,33,1,7563
174529,35,1,5019
174535,35,1,5209
174537,35,1,5209
174541,35,1,5209
174554,35,1,5629
174575,35,1,6135
174595,35,1,7563
174603,35,1,7992
174643,36,1,4368
174644,36,1,4368
174652,36,1,4368
174660,36,1,4789
174695,36,1,6312
174714,36,1,7563
174777,37,1,4758
174778,37,1,4788
174779,37,1,4788
174786,37,1,5100
174788,37,1,5209
174795,37,1,5629
174833,37,1,6732
174842,37,1,7563
174853,37,1,8679
174862,37,1,9204
174863,37,1,9204
174866,37,1,9873
174901,38,1,4788
174907,38,1,5029
174913,38,1,5209
174919,38,1,5233
174927,38,1,5734
174930,38,1,5766
174961,38,1,6403
174977,38,1,7563
174984,38,1,7730
175033,39,1,4368
175054,39,1,4789
175061,39,1,4789
175067,39,1,5223
175095,39,1,6312
175111,39,1,7563
175161,40,1,4368
175162,40,1,4368
175168,40,1,4368
175187,40,1,4789
175194,40,1,5100
175195,40,1,5100
175229,40,1,6312
175242,40,1,7563
175244,40,1,8428
175284,41,1,4368
175285,41,1,4368
175290,41,1,4368
175307,41,1,4789
175347,41,1,6312
175361,41,1,7563
175362,41,1,8428
175406,42,1,4368
175427,42,1,4758
175429,42,1,4789
175434,42,1,4789
175437,42,1,5019
175442,42,1,5100
175475,42,1,6312
175488,42,1,7563
175489,42,1,8258
175490,42,1,8258
175531,43,1,4368
175532,43,1,4368
175555,43,1,4789
175587,43,1,6942
175599,43,1,7563
175600,43,1,8258
175601,43,1,8258
175604,43,1,8428
175605,43,1,8679
175652,44,1,4368
175653,44,1,4368
175677,44,1,4789
175680,44,1,4789
175683,44,1,5029
175713,44,1,6312
175716,44,1,6312
175739,44,1,7563
175740,44,1,8679
175776,45,1,4368
175779,45,1,4368
175800,45,1,4758
175802,45,1,4758
175809,45,1,4789
175845,45,1,5983
175847,45,1,6312
175860,45,1,7563
175903,46,1,4368
175928,46,1,4789
175930,46,1,5019
175934,46,1,5314
175966,46,1,6312
175968,46,1,6312
175981,46,1,7563
175982,46,1,8258
176025,47,1,4368
176028,47,1,4368
176045,47,1,4758
176046,47,1,4758
176048,47,1,4789
176051,47,1,4789
176083,47,1,6312
176095,47,1,7563
176135,48,1,4368
176157,48,1,4789
176159,48,1,4789
176167,48,1,5314
176198,48,1,6312
176200,48,1,6312
176214,48,1,7563
176216,48,1,8428
176251,49,1,4368
176276,49,1,4789
176278,49,1,4789
176281,49,1,5100
176282,49,1,5100
176312,49,1,5983
176315,49,1,6312
176317,49,1,6312
176319,49,1,6312
176332,49,1,7563
176338,49,1,9204
176394,2,1,18602
176395,2,1,18602
176396,2,1,18602
176397,2,1,18602
176445,3,1,15368
176446,3,1,15368
176447,3,1,15368
176448,3,1,15368
176456,3,1,16843
176459,3,1,17473
176460,3,1,17473
176461,3,1,17473
176519,4,1,13168
176521,4,1,13168
176525,4,1,13168
176529,4,1,13339
176530,4,1,13446
176531,4,1,13446
176594,5,1,12499
176599,5,1,13168
176601,5,1,13168
176607,5,1,13168
176610,5,1,13339
176683,6,1,13339
176685,6,1,13588
176686,6,1,13588
176689,6,1,13588
176771,7,1,13168
176773,7,1,13168
176779,7,1,13168
176855,8,1,13339
176859,8,1,13588
176864,8,1,14008
176932,9,1,12499
176939,9,1,13446
177020,10,1,13446
177029,10,1,14024
177031,10,1,14428
177032,10,1,14481
177046,10,1,25033
177115,12,1,12499
177116,12,1,12499
177127,12,1,13339
177128,12,1,13339
177129,12,1,13588
177130,12,1,13588
177204,13,1,13339
177206,13,1,13588
177210,13,1,14008
177289,14,1,13446
177290,14,1,13446
177291,14,1,13588
177295,14,1,14008
177355,15,1,9380
177357,15,1,9864
177367,15,1,12089
177382,15,1,15793
177384,15,1,24193
177441,16,1,6826
177443,16,1,6826
177450,16,1,7526
177452,16,1,8506
177528,17,1,5461
177529,17,1,5461
177543,17,1,7246
177553,17,1,9435
177567,17,1,23143
177619,18,1,4649
177624,18,1,4649
177629,18,1,4964
177644,18,1,6295
177649,18,1,6610
177691,19,1,3813
177692,19,1,3813
177720,19,1,4649
177721,19,1,4649
177723,19,1,4649
177749,19,1,6295
177750,19,1,6295
177752,19,1,6610
177814,20,1,4649
177818,20,1,4964
177842,20,1,6295
177854,20,1,9141
177899,21,1,4075
177901,21,1,4229
177912,21,1,4544
177916,21,1,4544
177935,21,1,6137
177939,21,1,6679
177993,22,1,4964
178000,22,1,5909
178014,22,1,6557
178058,23,1,3813
178073,23,1,4649
178074,23,1,4649
178108,23,1,6295
178112,23,1,6385
178113,23,1,6610
178191,24,1,5146
178199,24,1,5881
178220,24,1,7369
178223,24,1,7684
178228,24,1,9435
178272,25,1,4229
178274,25,1,4229
178297,25,1,5875
178353,26,1,3813
178354,26,1,3813
178385,26,1,4649
178386,26,1,4649
178387,26,1,4649
178408,26,1,6295
178409,26,1,6295
178470,27,1,4649
178471,27,1,4649
178472,27,1,4649
178498,27,1,6295
178499,27,1,6557
178505,27,1,8720
178555,28,1,4390
178566,28,1,4649
178567,28,1,4649
178570,28,1,4649
178590,28,1,6679
178591,28,1,6872
178645,29,1,4649
178647,29,1,4649
178651,29,1,4649
178676,29,1,6557
178721,30,1,3813
178722,30,1,3813
178757,30,1,5146
178763,30,1,5461
178780,30,1,6791
178781,30,1,6791
178847,31,1,4649
178849,31,1,4649
178851,31,1,4964
178869,31,1,6295
178880,31,1,7860
178931,32,1,4229
178934,32,1,4229
178941,32,1,4229
178952,32,1,5875
179016,33,1,3813
179017,33,1,3813
179034,33,1,4229
179036,33,1,4229
179042,33,1,4229
179046,33,1,5875
179047,33,1,5875
179124,34,1,4649
179125,34,1,4649
179130,34,1,4649
179147,34,1,6295
179150,34,1,7251
179204,35,1,4390
179213,35,1,4649
179214,35,1,4649
179219,35,1,4649
179240,35,1,6679
179242,35,1,6872
179289,36,1,4229
179291,36,1,4229
179297,36,1,4229
179299,36,1,4229
179314,36,1,5875
179315,36,1,5875
179374,37,1,3813
179375,37,1,3813
179397,37,1,4649
179398,37,1,4649
179413,37,1,5384
179431,37,1,6295
179432,37,1,6295
179497,38,1,5384
179499,38,1,5384
179520,38,1,6610
179529,38,1,8123
179585,39,1,4229
179588,39,1,4229
179602,39,1,5875
179666,40,1,3813
179667,40,1,3813
179684,40,1,4229
179686,40,1,4229
179692,40,1,4229
179698,40,1,5875
179699,40,1,5875
179775,41,1,4229
179777,41,1,4229
179781,41,1,4229
179785,41,1,5875
179786,41,1,5875
179801,41,1,6410
179850,42,1,3813
179866,42,1,4229
179868,42,1,4229
179874,42,1,4229
179876,42,1,4229
179882,42,1,5875
179897,42,1,7131
179955,43,1,4229
179957,43,1,4229
179963,43,1,4229
179965,43,1,4229
179969,43,1,5875
179970,43,1,5875
180046,44,1,4229
180048,44,1,4229
180054,44,1,4229
180055,44,1,4229
180068,44,1,5875
180069,44,1,5875
180124,45,1,3813
180126,45,1,3813
180139,45,1,4229
180143,45,1,4229
180145,45,1,4229
180152,45,1,5875
180224,46,1,4229
180228,46,1,4229
180230,46,1,4229
180235,46,1,5875
180237,46,1,5875
180290,47,1,3813
180291,47,1,3813
180305,47,1,4229
180309,47,1,4229
180311,47,1,4229
180315,47,1,5875
180387,48,1,4229
180391,48,1,4229
180393,48,1,4229
180397,48,1,5875
180450,49,1,3813
180451,49,1,3813
180463,49,1,4229
180465,49,1,4229
180467,49,1,4229
180472,49,1,5875
180513,2,1,11238
180515,2,1,11658
180533,2,1,15543
180537,2,1,16383
180539,2,1,16593
180556,2,1,24363
180584,3,1,10608
180592,3,1,11448
180594,3,1,11448
180619,3,1,14178
180623,3,1,14808
180676,4,1,9558
180679,4,1,10136
180680,4,1,10136
180681,4,1,10556
180682,4,1,10556
180687,4,1,11396
180777,5,1,9558
180781,5,1,9768
180782,5,1,9768
180783,5,1,9768
180785,5,1,10608
180786,5,1,10608
180891,6,1,9558
180898,6,1,10923
180899,6,1,10923
180900,6,1,10923
180901,6,1,10923
181018,7,1,9768
181019,7,1,9768
181020,7,1,9768
181021,7,1,10188
181026,7,1,10608
181027,7,1,10608
181028,7,1,10608
181093,8,1,7353
181245,9,1,10608
181246,9,1,10923
181247,9,1,10923
181275,9,1,12603
181297,9,1,14808
181395,10,1,11553
181396,10,1,11553
181411,10,1,12393
181428,10,1,14808
181537,11,1,9768
181538,11,1,9768
181539,11,1,9768
181540,11,1,9768
181541,11,1,10188
181690,12,1,9768
181691,12,1,9768
181693,12,1,10188
181694,12,1,10608
181695,12,1,10608
181696,12,1,10608
181752,12,1,13548
181773,13,1,7353
181850,13,1,10608
181851,13,1,10608
181852,13,1,10608
181853,13,1,11028
181971,14,1,7773
182004,14,1,9768
182005,14,1,9768
182006,14,1,10188
182007,14,1,10608
182008,14,1,11028
182163,15,1,9558
182240,16,1,3951
182327,16,1,6342
182330,16,1,6828
182331,16,1,6828
182332,16,1,7248
182341,16,1,7957
182393,17,1,3531
182481,17,1,6342
182487,17,1,7957
182532,18,1,2586
182635,18,1,5911
182636,18,1,5911
182637,18,1,6331
182638,18,1,6331
182686,19,1,2586
182785,19,1,5911
182786,19,1,6331
182787,19,1,6331
182788,19,1,6342
182794,19,1,7288
182807,19,1,8593
182839,20,1,2586
182950,20,1,5911
182953,20,1,6331
182954,20,1,6331
182955,20,1,6342
182956,20,1,6342
182978,21,1,2271
183012,21,1,3234
183013,21,1,3234
183014,21,1,3234
183024,21,1,3654
183118,21,1,6342
183121,21,1,6763
183126,21,1,7291
183160,22,1,2586
183260,22,1,5911
183262,22,1,6331
183263,22,1,6331
183322,23,1,3531
183424,23,1,6331
183425,23,1,6331
183426,23,1,6331
183427,23,1,6342
183434,23,1,7288
183435,23,1,7291
183482,24,1,3234
183483,24,1,3234
183485,24,1,3531
183489,24,1,3654
183526,24,1,4151
183572,24,1,6342
183579,24,1,7957
183625,25,1,2586
183640,25,1,3234
183641,25,1,3234
183642,25,1,3234
183643,25,1,3234
183644,25,1,3234
183758,26,1,2271
183895,26,1,5911
183896,26,1,5911
183897,26,1,6331
183898,26,1,6342
183908,26,1,6763
183911,26,1,7291
183954,27,1,3234
183955,27,1,3234
183957,27,1,3531
183961,27,1,3654
183963,27,1,3654
184065,27,1,6342
184066,27,1,6342
184088,28,1,2271
184121,28,1,3234
184122,28,1,3234
184132,28,1,3654
184133,28,1,3654
184214,28,1,6342
184220,28,1,7288
184221,28,1,7291
184240,29,1,2271
184271,29,1,3654
184272,29,1,3654
184274,29,1,3654
184305,29,1,4151
184416,30,1,3531
184506,30,1,5082
184522,30,1,5911
184524,30,1,6028
184526,30,1,6331
184531,30,1,6828
184537,30,1,7291
184558,31,1,2271
184585,31,1,3234
184586,31,1,3234
184587,31,1,3234
184603,31,1,3654
184636,31,1,4767
184691,31,1,5713
184730,32,1,2271
184755,32,1,3234
184756,32,1,3234
184757,32,1,3234
184758,32,1,3234
184759,32,1,3234
184884,33,1,2271
184914,33,1,3234
184915,33,1,3234
184916,33,1,3234
184932,33,1,3654
184965,33,1,4767
185000,33,1,5188
185031,33,1,7291
185045,34,1,2271
185071,34,1,3234
185083,34,1,3654
185084,34,1,3654
185085,34,1,3654
185122,34,1,4767
185123,34,1,4767
185205,35,1,2271
185242,35,1,3864
185243,35,1,3864
185263,35,1,4284
185264,35,1,4284
185281,35,1,4767
185282,35,1,4767
185353,35,1,7291
185373,36,1,2271
185397,36,1,3234
185398,36,1,3234
185399,36,1,3234
185400,36,1,3234
185531,37,1,2586
185537,37,1,3234
185538,37,1,3234
